fold,id,group,source_label,family_max,payroll,bank
0,80732A4F36964981412868A390392C3815A1B52925CB95D50E3226B76C2D868D,F-FACD83D8B4281A05571A,FACTURA,5.6148153462502544e-05,5.6148153462502544e-05,1.8292695161468266e-05
0,812B96A5165903BD78FF38B2AEF1A1F19C9B7A918FD69D7C7971BA8AE6D2271D,F-FACD83D8B4281A05571A,FACTURA,3.329307748273872e-05,3.329307748273872e-05,2.9690780667424404e-06
0,8173874885C059C33DCA43BD63631C379C8D8408C5FE4DD2A0159D6AE80E554E,F-FACD83D8B4281A05571A,FACTURA,9.410187121208834e-05,9.410187121208834e-05,3.13449360860617e-05
0,823B928CB06F23FDBB1AE300E298EA833F0F8F0F97330FE12A9934EBE349195E,F-FACD83D8B4281A05571A,FACTURA,8.142051514033656e-05,8.142051514033656e-05,1.0660336565056111e-05
0,82DF3F8548CD5894DD8BEA097182919DA8979018C3B51829AE23AC9FA75C0BE7,F-FACD83D8B4281A05571A,FACTURA,3.928496525984116e-05,3.928496525984116e-05,8.579894639546646e-06
0,8403289C618F5FEA6E985FE98C6A3F52D541EE0C6ADDA9901EA9F9CD942A1352,F-FACD83D8B4281A05571A,FACTURA,6.842480843196165e-05,6.842480843196165e-05,1.83534077741597e-05
0,856894AA5FE2533859664CB6A42A38E20E75D671519947D7D1CB319D0C15FA12,F-FACD83D8B4281A05571A,FACTURA,0.00010645863216391313,0.00010645863216391313,9.823403707357846e-06
0,86CF42382B6E9AD770AEC0D3AE61798DC0A5D85C59C8C47E0C5A267158045370,F-FACD83D8B4281A05571A,FACTURA,9.564845995937506e-05,9.564845995937506e-05,1.5846586746393314e-05
0,870954EEF89AD892FD71524CB79D21979BD74318277339C21A2F4E388F06341B,F-FACD83D8B4281A05571A,FACTURA,5.3760086790832734e-05,5.3760086790832734e-05,2.588881997968715e-05
0,8A57624FA0DD67FCE961474222F97F11BF484B659983C5DC45887E7449E274EA,F-FACD83D8B4281A05571A,FACTURA,3.586976174299586e-05,3.586976174299586e-05,1.2547693858814446e-06
0,8A57CD9F3C877DF1239DA0B0C738D1B54278710B0EEBFD2C0ACAAC2814D57B99,F-FACD83D8B4281A05571A,FACTURA,0.00010056785713140984,0.00010056785713140984,3.19393931142633e-05
0,8E35C151859E5F6C0FE0F2832287604CE4EB800330CF83D4885A59869028FF43,F-FACD83D8B4281A05571A,OTRO_DOCUMENTO,8.232405345603466e-05,4.8722189239471416e-05,8.232405345603466e-05
0,8F129D3C66E622121981D62EB4000AED739CC876C6DE502C2BE0EF424E12BDE8,F-FACD83D8B4281A05571A,FACTURA,3.805761551091082e-05,3.805761551091082e-05,2.091885048281801e-05
0,917A02EE1496F0E6D19856E7F97EE8DD8F58D96DF995059690653F6D30B19708,F-FACD83D8B4281A05571A,FACTURA,4.11806556425755e-05,4.11806556425755e-05,1.979229113376828e-05
0,91EF6960EEF82A58B41B31F3850C800E27EE8460970F884F1236ABB48F0F1FCC,F-FACD83D8B4281A05571A,FACTURA,0.0002082154987614953,0.0002082154987614953,2.6492610569160663e-05
0,94C119398ED5B3AFEA5B60477FD47392E3AC13E10251C94531B1DB8A1E0A6C12,F-FACD83D8B4281A05571A,FACTURA,9.84478206959869e-05,9.84478206959869e-05,9.248462106541768e-06
